date,storage,inflow,outflow,evaporation,elevation
1974-10-28,3.545,NA,0.623,NA,1984.37
1974-10-29,NA,NA,NA,NA,NA
1974-10-30,NA,NA,NA,NA,NA
1974-10-31,NA,NA,NA,NA,NA
1974-11-01,NA,NA,NA,NA,NA
1974-11-02,NA,NA,NA,NA,NA
1974-11-03,NA,NA,NA,NA,NA
1974-11-04,NA,NA,NA,NA,NA
1974-11-05,NA,NA,NA,NA,NA
1974-11-06,NA,NA,NA,NA,NA
1974-11-07,NA,NA,NA,NA,NA
1974-11-08,NA,NA,NA,NA,NA
1974-11-09,NA,NA,NA,NA,NA
1974-11-10,NA,NA,NA,NA,NA
1974-11-11,NA,NA,NA,NA,NA
1974-11-12,NA,NA,NA,NA,NA
1974-11-13,NA,NA,NA,NA,NA
1974-11-14,NA,NA,NA,NA,NA
1974-11-15,NA,NA,NA,NA,NA
1974-11-16,NA,NA,NA,NA,NA
1974-11-17,NA,NA,NA,NA,NA
1974-11-18,NA,NA,NA,NA,NA
1974-11-19,NA,NA,NA,NA,NA
1974-11-20,NA,NA,NA,NA,NA
1974-11-21,NA,NA,NA,NA,NA
1974-11-22,NA,NA,NA,NA,NA
1974-11-23,NA,NA,NA,NA,NA
1974-11-24,NA,NA,NA,NA,NA
1974-11-25,NA,NA,NA,NA,NA
1974-11-26,NA,NA,NA,NA,NA
1974-11-27,NA,NA,NA,NA,NA
1974-11-28,NA,NA,NA,NA,NA
1974-11-29,4.871,NA,0.198,NA,1986.473
1974-11-30,NA,NA,NA,NA,NA
1974-12-01,NA,NA,NA,NA,NA
1974-12-02,NA,NA,NA,NA,NA
1974-12-03,NA,NA,NA,NA,NA
1974-12-04,NA,NA,NA,NA,NA
1974-12-05,NA,NA,NA,NA,NA
1974-12-06,NA,NA,NA,NA,NA
1974-12-07,NA,NA,NA,NA,NA
1974-12-08,NA,NA,NA,NA,NA
1974-12-09,NA,NA,NA,NA,NA
1974-12-10,NA,NA,NA,NA,NA
1974-12-11,NA,NA,NA,NA,NA
1974-12-12,NA,NA,NA,NA,NA
1974-12-13,NA,NA,NA,NA,NA
1974-12-14,NA,NA,NA,NA,NA
1974-12-15,NA,NA,NA,NA,NA
1974-12-16,NA,NA,NA,NA,NA
1974-12-17,NA,NA,NA,NA,NA
1974-12-18,NA,NA,NA,NA,NA
1974-12-19,NA,NA,NA,NA,NA
1974-12-20,NA,NA,NA,NA,NA
1974-12-21,NA,NA,NA,NA,NA
1974-12-22,NA,NA,NA,NA,NA
1974-12-23,NA,NA,NA,NA,NA
1974-12-24,NA,NA,NA,NA,NA
1974-12-25,NA,NA,NA,NA,NA
1974-12-26,NA,NA,NA,NA,NA
1974-12-27,NA,NA,NA,NA,NA
1974-12-28,5.875,NA,0.198,NA,1987.784
1974-12-29,NA,NA,NA,NA,NA
1974-12-30,NA,NA,NA,NA,NA
1974-12-31,NA,NA,NA,NA,NA
1975-01-01,NA,NA,NA,NA,NA
1975-01-02,NA,NA,NA,NA,NA
1975-01-03,NA,NA,NA,NA,NA
1975-01-04,NA,NA,NA,NA,NA
1975-01-05,NA,NA,NA,NA,NA
1975-01-06,NA,NA,NA,NA,NA
1975-01-07,NA,NA,NA,NA,NA
1975-01-08,NA,NA,NA,NA,NA
1975-01-09,NA,NA,NA,NA,NA
1975-01-10,NA,NA,NA,NA,NA
1975-01-11,NA,NA,NA,NA,NA
1975-01-12,NA,NA,NA,NA,NA
1975-01-13,NA,NA,NA,NA,NA
1975-01-14,NA,NA,NA,NA,NA
1975-01-15,NA,NA,NA,NA,NA
1975-01-16,NA,NA,NA,NA,NA
1975-01-17,NA,NA,NA,NA,NA
1975-01-18,NA,NA,NA,NA,NA
1975-01-19,NA,NA,NA,NA,NA
1975-01-20,NA,NA,NA,NA,NA
1975-01-21,NA,NA,NA,NA,NA
1975-01-22,NA,NA,NA,NA,NA
1975-01-23,NA,NA,NA,NA,NA
1975-01-24,NA,NA,NA,NA,NA
