,date,outflow,storage,day,month,year,water_year,n_day
260,1971-10-01,0.878,51.911,1,10,1971,1972,274.0
261,1971-10-02,0.878,51.911,2,10,1971,1972,275.0
262,1971-10-03,0.878,51.911,3,10,1971,1972,276.0
263,1971-10-04,0.878,51.278,4,10,1971,1972,277.0
264,1971-10-05,0.878,51.278,5,10,1971,1972,278.0
265,1971-10-06,0.878,51.278,6,10,1971,1972,279.0
266,1971-10-07,0.878,50.645,7,10,1971,1972,280.0
267,1971-10-08,0.878,50.645,8,10,1971,1972,281.0
268,1971-10-09,0.878,50.645,9,10,1971,1972,282.0
269,1971-10-10,0.878,50.645,10,10,1971,1972,283.0
270,1971-10-11,0.878,50.011,11,10,1971,1972,284.0
271,1971-10-12,0.878,50.011,12,10,1971,1972,285.0
272,1971-10-13,0.878,50.011,13,10,1971,1972,286.0
273,1971-10-14,0.878,50.011,14,10,1971,1972,287.0
274,1971-10-15,0.878,50.011,15,10,1971,1972,288.0
275,1971-10-16,0.878,50.011,16,10,1971,1972,289.0
276,1971-10-17,0.878,50.011,17,10,1971,1972,290.0
277,1971-10-18,0.878,49.379,18,10,1971,1972,291.0
278,1971-10-19,0.878,49.379,19,10,1971,1972,292.0
279,1971-10-20,0.878,49.379,20,10,1971,1972,293.0
280,1971-10-21,0.878,49.379,21,10,1971,1972,294.0
281,1971-10-22,0.878,49.379,22,10,1971,1972,295.0
282,1971-10-23,0.878,50.011,23,10,1971,1972,296.0
283,1971-10-24,0.878,50.011,24,10,1971,1972,297.0
284,1971-10-25,0.878,50.011,25,10,1971,1972,298.0
285,1971-10-26,0.878,49.379,26,10,1971,1972,299.0
286,1971-10-27,0.878,48.745,27,10,1971,1972,300.0
287,1971-10-28,0.878,49.379,28,10,1971,1972,301.0
288,1971-10-29,0.878,48.745,29,10,1971,1972,302.0
289,1971-10-30,0.878,48.745,30,10,1971,1972,303.0
290,1971-10-31,0.878,49.379,31,10,1971,1972,304.0
291,1971-11-01,0.878,48.745,1,11,1971,1972,305.0
292,1971-11-02,0.878,48.111999999999995,2,11,1971,1972,306.0
293,1971-11-03,0.878,48.745,3,11,1971,1972,307.0
294,1971-11-04,0.878,48.111999999999995,4,11,1971,1972,308.0
295,1971-11-05,0.878,47.478,5,11,1971,1972,309.0
296,1971-11-06,0.878,48.745,6,11,1971,1972,310.0
297,1971-11-07,0.878,48.111999999999995,7,11,1971,1972,311.0
298,1971-11-08,0.878,47.478,8,11,1971,1972,312.0
299,1971-11-09,0.878,47.478,9,11,1971,1972,313.0
300,1971-11-10,0.878,47.478,10,11,1971,1972,314.0
301,1971-11-11,0.878,47.478,11,11,1971,1972,315.0
302,1971-11-12,0.878,47.478,12,11,1971,1972,316.0
303,1971-11-13,0.878,47.478,13,11,1971,1972,317.0
304,1971-11-14,0.878,47.478,14,11,1971,1972,318.0
305,1971-11-15,0.878,47.478,15,11,1971,1972,319.0
306,1971-11-16,0.878,47.478,16,11,1971,1972,320.0
307,1971-11-17,0.878,46.845,17,11,1971,1972,321.0
308,1971-11-18,0.878,46.845,18,11,1971,1972,322.0
309,1971-11-19,0.878,47.478,19,11,1971,1972,323.0
310,1971-11-20,0.878,46.211999999999996,20,11,1971,1972,324.0
311,1971-11-21,0.878,46.845,21,11,1971,1972,325.0
312,1971-11-22,0.878,46.845,22,11,1971,1972,326.0
313,1971-11-23,0.878,46.211999999999996,23,11,1971,1972,327.0
314,1971-11-24,0.878,46.211999999999996,24,11,1971,1972,328.0
315,1971-11-25,0.878,45.578,25,11,1971,1972,329.0
316,1971-11-26,0.878,45.578,26,11,1971,1972,330.0
317,1971-11-27,0.878,46.211999999999996,27,11,1971,1972,331.0
318,1971-11-28,0.878,45.578,28,11,1971,1972,332.0
319,1971-11-29,0.878,45.578,29,11,1971,1972,333.0
320,1971-11-30,0.878,45.578,30,11,1971,1972,334.0
321,1971-12-01,0.85,45.578,1,12,1971,1972,335.0
322,1971-12-02,0.85,45.578,2,12,1971,1972,336.0
323,1971-12-03,0.85,45.578,3,12,1971,1972,337.0
324,1971-12-04,0.85,45.578,4,12,1971,1972,338.0
325,1971-12-05,0.85,45.578,5,12,1971,1972,339.0
326,1971-12-06,0.85,45.578,6,12,1971,1972,340.0
327,1971-12-07,0.85,46.211999999999996,7,12,1971,1972,341.0
328,1971-12-08,0.85,45.578,8,12,1971,1972,342.0
329,1971-12-09,0.85,45.578,9,12,1971,1972,343.0
330,1971-12-10,0.85,43.04600000000001,10,12,1971,1972,344.0
331,1971-12-11,0.85,46.211999999999996,11,12,1971,1972,345.0
332,1971-12-12,0.85,46.211999999999996,12,12,1971,1972,346.0
333,1971-12-13,0.85,46.211999999999996,13,12,1971,1972,347.0
334,1971-12-14,0.85,46.211999999999996,14,12,1971,1972,348.0
335,1971-12-15,0.85,44.312,15,12,1971,1972,349.0
336,1971-12-16,0.85,46.845,16,12,1971,1972,350.0
337,1971-12-17,0.85,46.845,17,12,1971,1972,351.0
338,1971-12-18,0.85,46.211999999999996,18,12,1971,1972,352.0
339,1971-12-19,0.85,45.578,19,12,1971,1972,353.0
340,1971-12-20,0.85,46.211999999999996,20,12,1971,1972,354.0
341,1971-12-21,0.85,46.211999999999996,21,12,1971,1972,355.0
