,date,outflow,storage,day,month,year,water_year,n_day
3075,1988-10-01,0.34299999999999997,22.094,1,10,1988,1989,274.0
3076,1988-10-02,0.14300000000000002,22.073,2,10,1988,1989,275.0
3077,1988-10-03,0.14300000000000002,22.078000000000003,3,10,1988,1989,276.0
3078,1988-10-04,0.14300000000000002,22.073,4,10,1988,1989,277.0
3079,1988-10-05,0.14300000000000002,22.073,5,10,1988,1989,278.0
3080,1988-10-06,0.14300000000000002,22.063000000000002,6,10,1988,1989,279.0
3081,1988-10-07,0.14300000000000002,22.073,7,10,1988,1989,280.0
3082,1988-10-08,0.14300000000000002,22.073,8,10,1988,1989,281.0
3083,1988-10-09,0.14300000000000002,22.063000000000002,9,10,1988,1989,282.0
3084,1988-10-10,0.14300000000000002,22.063000000000002,10,10,1988,1989,283.0
3085,1988-10-11,0.14300000000000002,22.058000000000003,11,10,1988,1989,284.0
3086,1988-10-12,0.14300000000000002,22.063000000000002,12,10,1988,1989,285.0
3087,1988-10-13,0.14300000000000002,22.063000000000002,13,10,1988,1989,286.0
3088,1988-10-14,0.285,22.063000000000002,14,10,1988,1989,287.0
3089,1988-10-15,0.285,22.052,15,10,1988,1989,288.0
3090,1988-10-16,0.285,22.037,16,10,1988,1989,289.0
3091,1988-10-17,0.285,22.031999999999996,17,10,1988,1989,290.0
3092,1988-10-18,0.285,22.011,18,10,1988,1989,291.0
3093,1988-10-19,0.285,22.002,19,10,1988,1989,292.0
3094,1988-10-20,0.285,21.997,20,10,1988,1989,293.0
3095,1988-10-21,0.285,22.002,21,10,1988,1989,294.0
3096,1988-10-22,0.285,22.016,22,10,1988,1989,295.0
3097,1988-10-23,0.285,22.023000000000003,23,10,1988,1989,296.0
3098,1988-10-24,0.285,22.023000000000003,24,10,1988,1989,297.0
3099,1988-10-25,0.285,22.023000000000003,25,10,1988,1989,298.0
3100,1988-10-26,0.285,22.026999999999997,26,10,1988,1989,299.0
3101,1988-10-27,0.285,22.026999999999997,27,10,1988,1989,300.0
3102,1988-10-28,0.285,22.026999999999997,28,10,1988,1989,301.0
3103,1988-10-29,0.285,22.031999999999996,29,10,1988,1989,302.0
3104,1988-10-30,0.285,22.037,30,10,1988,1989,303.0
3105,1988-10-31,0.2,22.041999999999998,31,10,1988,1989,304.0
3106,1988-11-01,0.2,22.052,1,11,1988,1989,305.0
3107,1988-11-02,0.2,22.068,2,11,1988,1989,306.0
3108,1988-11-03,0.2,22.083000000000002,3,11,1988,1989,307.0
3109,1988-11-04,0.2,22.104,4,11,1988,1989,308.0
3110,1988-11-05,0.2,22.104,5,11,1988,1989,309.0
3111,1988-11-06,0.2,22.119,6,11,1988,1989,310.0
3112,1988-11-07,0.2,22.13,7,11,1988,1989,311.0
3113,1988-11-08,0.2,22.14,8,11,1988,1989,312.0
3114,1988-11-09,0.2,22.15,9,11,1988,1989,313.0
3115,1988-11-10,0.2,22.171,10,11,1988,1989,314.0
3116,1988-11-11,0.2,22.18,11,11,1988,1989,315.0
3117,1988-11-12,0.2,22.206,12,11,1988,1989,316.0
3118,1988-11-13,0.2,22.221,13,11,1988,1989,317.0
3119,1988-11-14,0.2,22.237,14,11,1988,1989,318.0
3120,1988-11-15,0.2,22.252,15,11,1988,1989,319.0
3121,1988-11-16,0.2,22.256999999999998,16,11,1988,1989,320.0
3122,1988-11-17,0.2,22.273000000000003,17,11,1988,1989,321.0
3123,1988-11-18,0.2,22.288,18,11,1988,1989,322.0
3124,1988-11-19,0.2,22.304000000000002,19,11,1988,1989,323.0
3125,1988-11-20,0.2,22.319000000000003,20,11,1988,1989,324.0
3126,1988-11-21,0.2,22.335,21,11,1988,1989,325.0
3127,1988-11-22,0.2,22.344,22,11,1988,1989,326.0
3128,1988-11-23,0.114,22.355999999999998,23,11,1988,1989,327.0
3129,1988-11-24,0.114,22.375,24,11,1988,1989,328.0
3130,1988-11-25,0.114,22.396,25,11,1988,1989,329.0
3131,1988-11-26,0.114,22.410999999999998,26,11,1988,1989,330.0
3132,1988-11-27,0.114,22.427,27,11,1988,1989,331.0
3133,1988-11-28,0.114,22.448,28,11,1988,1989,332.0
3134,1988-11-29,0.114,22.463,29,11,1988,1989,333.0
3135,1988-11-30,0.114,22.474,30,11,1988,1989,334.0
3136,1988-12-01,0.114,22.505,1,12,1988,1989,335.0
3137,1988-12-02,0.114,22.526,2,12,1988,1989,336.0
3138,1988-12-03,0.114,22.546,3,12,1988,1989,337.0
3139,1988-12-04,0.114,22.566999999999997,4,12,1988,1989,338.0
3140,1988-12-05,0.114,22.592,5,12,1988,1989,339.0
3141,1988-12-06,0.114,22.613000000000003,6,12,1988,1989,340.0
