,date,outflow,storage,day,month,year,water_year,n_day
3346,1967-10-01,79.28699999999999,22137.266,1,10,1967,1968,274.0
3347,1967-10-02,642.7919999999999,22159.467999999997,2,10,1967,1968,275.0
3348,1967-10-03,631.466,22174.27,3,10,1967,1968,276.0
3349,1967-10-04,676.773,22185.371,4,10,1967,1968,277.0
3350,1967-10-05,787.2080000000001,22191.539,5,10,1967,1968,278.0
3351,1967-10-06,685.268,22213.741,6,10,1967,1968,279.0
3352,1967-10-07,478.555,22250.746,7,10,1967,1968,280.0
3353,1967-10-08,271.842,22306.252,8,10,1967,1968,281.0
3354,1967-10-09,628.634,22328.455,9,10,1967,1968,282.0
3355,1967-10-10,603.149,22342.022999999997,10,10,1967,1968,283.0
3356,1967-10-11,603.149,22356.825,11,10,1967,1968,284.0
3357,1967-10-12,600.317,22379.028,12,10,1967,1968,285.0
3358,1967-10-13,552.179,22404.931,13,10,1967,1968,286.0
3359,1967-10-14,416.25800000000004,22445.636000000002,14,10,1967,1968,287.0
3360,1967-10-15,73.624,22514.71,15,10,1967,1968,288.0
3361,1967-10-16,634.297,22536.912999999997,16,10,1967,1968,289.0
3362,1967-10-17,617.307,22548.014,17,10,1967,1968,290.0
3363,1967-10-18,631.466,22551.715,18,10,1967,1968,291.0
3364,1967-10-19,634.297,22555.415,19,10,1967,1968,292.0
3365,1967-10-20,693.763,22562.816000000003,20,10,1967,1968,293.0
3366,1967-10-21,535.188,22581.318,21,10,1967,1968,294.0
3367,1967-10-22,274.673,22622.022999999997,22,10,1967,1968,295.0
3368,1967-10-23,705.0889999999999,22625.724,23,10,1967,1968,296.0
3369,1967-10-24,781.545,22618.322999999997,24,10,1967,1968,297.0
3370,1967-10-25,872.159,22603.521,25,10,1967,1968,298.0
3371,1967-10-26,872.159,22588.718999999997,26,10,1967,1968,299.0
3372,1967-10-27,900.4760000000001,22577.618,27,10,1967,1968,300.0
3373,1967-10-28,764.555,22577.618,28,10,1967,1968,301.0
3374,1967-10-29,532.357,22599.821,29,10,1967,1968,302.0
3375,1967-10-30,872.159,22596.12,30,10,1967,1968,303.0
3376,1967-10-31,874.9910000000001,22596.12,31,10,1967,1968,304.0
3377,1967-11-01,787.2080000000001,22607.221,1,11,1967,1968,305.0
3378,1967-11-02,614.476,22633.125,2,11,1967,1968,306.0
3379,1967-11-03,597.485,22659.028,3,11,1967,1968,307.0
3380,1967-11-04,475.723,22696.032000000003,4,11,1967,1968,308.0
3381,1967-11-05,220.87099999999998,22752.772,5,11,1967,1968,309.0
3382,1967-11-06,645.624,22767.574,6,11,1967,1968,310.0
3383,1967-11-07,481.38599999999997,22786.076,7,11,1967,1968,311.0
3384,1967-11-08,484.218,22800.877999999997,8,11,1967,1968,312.0
3385,1967-11-09,317.149,22830.481,9,11,1967,1968,313.0
3386,1967-11-10,342.634,22863.785,10,11,1967,1968,314.0
3387,1967-11-11,263.347,22908.191000000003,11,11,1967,1968,315.0
3388,1967-11-12,271.842,22951.362,12,11,1967,1968,316.0
3389,1967-11-13,410.594,22979.732000000004,13,11,1967,1968,317.0
3390,1967-11-14,385.10900000000004,23001.935,14,11,1967,1968,318.0
3391,1967-11-15,370.95099999999996,23025.371,15,11,1967,1968,319.0
3392,1967-11-16,509.70300000000003,23036.472,16,11,1967,1968,320.0
3393,1967-11-17,495.545,23051.273999999998,17,11,1967,1968,321.0
3394,1967-11-18,359.624,23082.111,18,11,1967,1968,322.0
3395,1967-11-19,186.891,23130.217,19,11,1967,1968,323.0
3396,1967-11-20,478.555,23153.653,20,11,1967,1968,324.0
3397,1967-11-21,461.565,23164.754,21,11,1967,1968,325.0
3398,1967-11-22,478.555,23172.155,22,11,1967,1968,326.0
3399,1967-11-23,198.218,23205.459,23,11,1967,1968,327.0
3400,1967-11-24,543.683,23220.261000000002,24,11,1967,1968,328.0
3401,1967-11-25,538.02,23243.697,25,11,1967,1968,329.0
3402,1967-11-26,325.644,23293.036,26,11,1967,1968,330.0
3403,1967-11-27,781.545,23304.138,27,11,1967,1968,331.0
3404,1967-11-28,753.2280000000001,23318.939,28,11,1967,1968,332.0
3405,1967-11-29,770.2180000000001,23330.041,29,11,1967,1968,333.0
3406,1967-11-30,801.367,23338.675,30,11,1967,1968,334.0
3407,1967-12-01,784.377,23346.076,1,12,1967,1968,335.0
3408,1967-12-02,645.624,23364.577999999998,2,12,1967,1968,336.0
3409,1967-12-03,181.22799999999998,23422.552000000003,3,12,1967,1968,337.0
3410,1967-12-04,504.04,23448.455,4,12,1967,1968,338.0
3411,1967-12-05,617.307,23464.49,5,12,1967,1968,339.0
3412,1967-12-06,594.654,23479.292,6,12,1967,1968,340.0
3413,1967-12-07,523.862,23506.428,7,12,1967,1968,341.0
3414,1967-12-08,608.812,23524.931,8,12,1967,1968,342.0
3415,1967-12-09,498.37699999999995,23555.767999999996,9,12,1967,1968,343.0
3416,1967-12-10,147.248,23616.208,10,12,1967,1968,344.0
3417,1967-12-11,523.862,23640.877999999997,11,12,1967,1968,345.0
3418,1967-12-12,594.654,23670.481,12,12,1967,1968,346.0
3419,1967-12-13,583.327,23697.618,13,12,1967,1968,347.0
3420,1967-12-14,835.347,23705.019,14,12,1967,1968,348.0
3421,1967-12-15,843.842,23712.42,15,12,1967,1968,349.0
3422,1967-12-16,651.2869999999999,23732.155,16,12,1967,1968,350.0
3423,1967-12-17,359.624,23759.292,17,12,1967,1968,351.0
3424,1967-12-18,690.931,23746.957000000002,18,12,1967,1968,352.0
3425,1967-12-19,620.139,23735.856,19,12,1967,1968,353.0
