,date,outflow,storage,day,month,year,water_year,n_day
148,1951-10-01,0.963,21.537,1,10,1951,1952,274.0
149,1951-10-02,0.736,21.586,2,10,1951,1952,275.0
150,1951-10-03,0.025,21.586,3,10,1951,1952,276.0
151,1951-10-04,0.025,21.611,4,10,1951,1952,277.0
152,1951-10-05,0.025,21.611,5,10,1951,1952,278.0
153,1951-10-06,0.025,21.635,6,10,1951,1952,279.0
154,1951-10-07,0.025,21.635,7,10,1951,1952,280.0
155,1951-10-08,0.025,21.66,8,10,1951,1952,281.0
156,1951-10-09,0.025,21.685,9,10,1951,1952,282.0
157,1951-10-10,0.025,21.709,10,10,1951,1952,283.0
158,1951-10-11,0.025,21.906999999999996,11,10,1951,1952,284.0
159,1951-10-12,0.025,21.857,12,10,1951,1952,285.0
160,1951-10-13,0.025,21.808000000000003,13,10,1951,1952,286.0
161,1951-10-14,0.025,21.881999999999998,14,10,1951,1952,287.0
162,1951-10-15,0.025,21.833000000000002,15,10,1951,1952,288.0
163,1951-10-16,0.025,21.906999999999996,16,10,1951,1952,289.0
164,1951-10-17,0.025,21.956,17,10,1951,1952,290.0
165,1951-10-18,0.025,21.881999999999998,18,10,1951,1952,291.0
166,1951-10-19,0.142,21.857,19,10,1951,1952,292.0
167,1951-10-20,0.142,21.956,20,10,1951,1952,293.0
168,1951-10-21,0.142,22.03,21,10,1951,1952,294.0
169,1951-10-22,0.142,22.129,22,10,1951,1952,295.0
170,1951-10-23,0.142,22.079,23,10,1951,1952,296.0
171,1951-10-24,0.142,22.03,24,10,1951,1952,297.0
172,1951-10-25,1.416,22.203000000000003,25,10,1951,1952,298.0
173,1951-10-26,8.777999999999999,21.906999999999996,26,10,1951,1952,299.0
174,1951-10-27,8.777999999999999,21.166999999999998,27,10,1951,1952,300.0
175,1951-10-28,8.777999999999999,20.648000000000003,28,10,1951,1952,301.0
176,1951-10-29,8.777999999999999,20.032,29,10,1951,1952,302.0
177,1951-10-30,3.964,19.76,30,10,1951,1952,303.0
178,1951-10-31,0.425,19.538,31,10,1951,1952,304.0
179,1951-11-01,0.425,19.44,1,11,1951,1952,305.0
180,1951-11-02,0.425,19.489,2,11,1951,1952,306.0
181,1951-11-03,0.425,19.489,3,11,1951,1952,307.0
182,1951-11-04,0.425,19.489,4,11,1951,1952,308.0
183,1951-11-05,0.425,19.489,5,11,1951,1952,309.0
184,1951-11-06,0.425,19.489,6,11,1951,1952,310.0
185,1951-11-07,0.425,19.489,7,11,1951,1952,311.0
186,1951-11-08,0.425,19.489,8,11,1951,1952,312.0
187,1951-11-09,0.425,19.538,9,11,1951,1952,313.0
188,1951-11-10,0.425,19.563,10,11,1951,1952,314.0
189,1951-11-11,0.425,19.612000000000002,11,11,1951,1952,315.0
190,1951-11-12,0.425,19.637,12,11,1951,1952,316.0
191,1951-11-13,0.425,19.612000000000002,13,11,1951,1952,317.0
192,1951-11-14,0.425,19.686,14,11,1951,1952,318.0
193,1951-11-15,0.425,19.736,15,11,1951,1952,319.0
194,1951-11-16,0.425,19.785,16,11,1951,1952,320.0
195,1951-11-17,0.425,19.785,17,11,1951,1952,321.0
196,1951-11-18,0.425,19.859,18,11,1951,1952,322.0
197,1951-11-19,0.425,19.859,19,11,1951,1952,323.0
198,1951-11-20,0.425,19.859,20,11,1951,1952,324.0
199,1951-11-21,0.425,19.884,21,11,1951,1952,325.0
200,1951-11-22,0.425,19.884,22,11,1951,1952,326.0
201,1951-11-23,0.425,19.884,23,11,1951,1952,327.0
202,1951-11-24,0.425,19.908,24,11,1951,1952,328.0
203,1951-11-25,0.425,19.933,25,11,1951,1952,329.0
204,1951-11-26,0.425,19.908,26,11,1951,1952,330.0
205,1951-11-27,0.425,19.908,27,11,1951,1952,331.0
206,1951-11-28,0.425,19.933,28,11,1951,1952,332.0
207,1951-11-29,0.425,19.933,29,11,1951,1952,333.0
208,1951-11-30,0.425,19.933,30,11,1951,1952,334.0
209,1951-12-01,0.425,19.958,1,12,1951,1952,335.0
210,1951-12-02,0.425,20.007,2,12,1951,1952,336.0
211,1951-12-03,0.425,20.032,3,12,1951,1952,337.0
212,1951-12-04,0.425,20.055999999999997,4,12,1951,1952,338.0
213,1951-12-05,0.425,20.105999999999998,5,12,1951,1952,339.0
214,1951-12-06,0.396,20.18,6,12,1951,1952,340.0
215,1951-12-07,0.396,20.254,7,12,1951,1952,341.0
216,1951-12-08,0.396,20.278,8,12,1951,1952,342.0
217,1951-12-09,0.396,20.303,9,12,1951,1952,343.0
218,1951-12-10,0.396,20.303,10,12,1951,1952,344.0
219,1951-12-11,0.396,20.328,11,12,1951,1952,345.0
220,1951-12-12,0.396,20.402,12,12,1951,1952,346.0
221,1951-12-13,0.396,20.426,13,12,1951,1952,347.0
222,1951-12-14,0.396,20.451,14,12,1951,1952,348.0
223,1951-12-15,0.396,20.426,15,12,1951,1952,349.0
224,1951-12-16,0.425,20.402,16,12,1951,1952,350.0
225,1951-12-17,0.425,20.377,17,12,1951,1952,351.0
226,1951-12-18,0.425,20.377,18,12,1951,1952,352.0
227,1951-12-19,0.425,20.377,19,12,1951,1952,353.0
228,1951-12-20,0.425,20.352,20,12,1951,1952,354.0
229,1951-12-21,0.425,20.352,21,12,1951,1952,355.0
230,1951-12-22,0.425,20.352,22,12,1951,1952,356.0
231,1951-12-23,0.425,20.352,23,12,1951,1952,357.0
232,1951-12-24,0.425,20.328,24,12,1951,1952,358.0
233,1951-12-25,0.425,20.303,25,12,1951,1952,359.0
234,1951-12-26,0.45299999999999996,20.254,26,12,1951,1952,360.0
235,1951-12-27,0.45299999999999996,20.229,27,12,1951,1952,361.0
236,1951-12-28,0.45299999999999996,20.254,28,12,1951,1952,362.0
237,1951-12-29,0.45299999999999996,20.229,29,12,1951,1952,363.0
238,1951-12-30,0.45299999999999996,20.229,30,12,1951,1952,364.0
239,1951-12-31,0.45299999999999996,20.229,31,12,1951,1952,365.0
240,1952-01-01,0.45299999999999996,20.204,1,1,1952,1952,1.0
241,1952-01-02,0.45299999999999996,20.204,2,1,1952,1952,2.0
242,1952-01-03,0.45299999999999996,20.155,3,1,1952,1952,3.0
243,1952-01-04,0.45299999999999996,20.105999999999998,4,1,1952,1952,4.0
244,1952-01-05,0.45299999999999996,20.055999999999997,5,1,1952,1952,5.0
245,1952-01-06,0.45299999999999996,20.032,6,1,1952,1952,6.0
246,1952-01-07,0.45299999999999996,19.958,7,1,1952,1952,7.0
247,1952-01-08,0.45299999999999996,19.908,8,1,1952,1952,8.0
248,1952-01-09,0.45299999999999996,19.859,9,1,1952,1952,9.0
249,1952-01-10,0.45299999999999996,19.859,10,1,1952,1952,10.0
