,date,outflow,storage,day,month,year,water_year,n_day
9404,1987-10-01,0.161,42.49100000000001,1,10,1987,1988,274.0
9405,1987-10-02,0.11599999999999999,42.461000000000006,2,10,1987,1988,275.0
9406,1987-10-03,0.10400000000000001,42.431999999999995,3,10,1987,1988,276.0
9407,1987-10-04,0.09300000000000001,42.403,4,10,1987,1988,277.0
9408,1987-10-05,0.076,42.347,5,10,1987,1988,278.0
9409,1987-10-06,0.091,42.317,6,10,1987,1988,279.0
9410,1987-10-07,0.179,42.49100000000001,7,10,1987,1988,280.0
9411,1987-10-08,0.188,42.519,8,10,1987,1988,281.0
9412,1987-10-09,0.174,42.519,9,10,1987,1988,282.0
9413,1987-10-10,0.163,42.49100000000001,10,10,1987,1988,283.0
9414,1987-10-11,0.163,42.49100000000001,11,10,1987,1988,284.0
9415,1987-10-12,0.151,42.49100000000001,12,10,1987,1988,285.0
9416,1987-10-13,0.113,42.431999999999995,13,10,1987,1988,286.0
9417,1987-10-14,0.095,42.403,14,10,1987,1988,287.0
9418,1987-10-15,0.079,42.347,15,10,1987,1988,288.0
9419,1987-10-16,0.062,42.317,16,10,1987,1988,289.0
9420,1987-10-17,0.047,42.26,17,10,1987,1988,290.0
9421,1987-10-18,0.039,42.232,18,10,1987,1988,291.0
9422,1987-10-19,0.023,42.175,19,10,1987,1988,292.0
9423,1987-10-20,0.008,42.146,20,10,1987,1988,293.0
9424,1987-10-21,0.349,42.06,21,10,1987,1988,294.0
9425,1987-10-22,0.364,42.032,22,10,1987,1988,295.0
9426,1987-10-23,0.364,41.975,23,10,1987,1988,296.0
9427,1987-10-24,0.364,41.946999999999996,24,10,1987,1988,297.0
9428,1987-10-25,0.364,41.888999999999996,25,10,1987,1988,298.0
9429,1987-10-26,0.364,41.861000000000004,26,10,1987,1988,299.0
9430,1987-10-27,0.308,41.861000000000004,27,10,1987,1988,300.0
9431,1987-10-28,0.302,41.832,28,10,1987,1988,301.0
9432,1987-10-29,0.293,41.803999999999995,29,10,1987,1988,302.0
9433,1987-10-30,0.292,41.776,30,10,1987,1988,303.0
9434,1987-10-31,0.29100000000000004,41.747,31,10,1987,1988,304.0
9435,1987-11-01,0.28600000000000003,41.747,1,11,1987,1988,305.0
9436,1987-11-02,1.7280000000000002,41.69,2,11,1987,1988,306.0
9437,1987-11-03,3.5180000000000002,41.547,3,11,1987,1988,307.0
9438,1987-11-04,3.4960000000000004,41.292,4,11,1987,1988,308.0
9439,1987-11-05,3.4930000000000003,40.98,5,11,1987,1988,309.0
9440,1987-11-06,3.5060000000000002,40.668,6,11,1987,1988,310.0
9441,1987-11-07,3.5269999999999997,40.357,7,11,1987,1988,311.0
9442,1987-11-08,3.557,40.075,8,11,1987,1988,312.0
9443,1987-11-09,3.5839999999999996,39.82,9,11,1987,1988,313.0
9444,1987-11-10,3.591,39.54,10,11,1987,1988,314.0
9445,1987-11-11,3.583,39.321999999999996,11,11,1987,1988,315.0
9446,1987-11-12,5.287999999999999,39.021,12,11,1987,1988,316.0
9447,1987-11-13,5.347,38.614000000000004,13,11,1987,1988,317.0
9448,1987-11-14,5.332000000000001,38.205999999999996,14,11,1987,1988,318.0
9449,1987-11-15,5.318,37.8,15,11,1987,1988,319.0
9450,1987-11-16,6.989,37.367,16,11,1987,1988,320.0
9451,1987-11-17,7.039,36.855,17,11,1987,1988,321.0
9452,1987-11-18,8.806000000000001,36.412,18,11,1987,1988,322.0
9453,1987-11-19,8.843,35.841,19,11,1987,1988,323.0
9454,1987-11-20,8.799,35.194,20,11,1987,1988,324.0
9455,1987-11-21,8.756,34.549,21,11,1987,1988,325.0
9456,1987-11-22,8.711,33.977,22,11,1987,1988,326.0
9457,1987-11-23,8.661,33.303000000000004,23,11,1987,1988,327.0
9458,1987-11-24,8.611,32.681,24,11,1987,1988,328.0
9459,1987-11-25,8.561,32.061,25,11,1987,1988,329.0
9460,1987-11-26,8.515,31.453000000000003,26,11,1987,1988,330.0
9461,1987-11-27,4.706,30.858,27,11,1987,1988,331.0
9462,1987-11-28,4.356,30.561999999999998,28,11,1987,1988,332.0
9463,1987-11-29,4.355,30.389,29,11,1987,1988,333.0
9464,1987-11-30,4.353,30.463,30,11,1987,1988,334.0
9465,1987-12-01,4.345,30.315,1,12,1987,1988,335.0
9466,1987-12-02,1.9809999999999999,30.118000000000002,2,12,1987,1988,336.0
9467,1987-12-03,1.011,30.093000000000004,3,12,1987,1988,337.0
9468,1987-12-04,1.933,30.191999999999997,4,12,1987,1988,338.0
9469,1987-12-05,2.016,30.241,5,12,1987,1988,339.0
9470,1987-12-06,2.016,30.217,6,12,1987,1988,340.0
9471,1987-12-07,2.015,30.191999999999997,7,12,1987,1988,341.0
9472,1987-12-08,1.972,30.118000000000002,8,12,1987,1988,342.0
9473,1987-12-09,1.01,30.069000000000003,9,12,1987,1988,343.0
9474,1987-12-10,1.01,30.093000000000004,10,12,1987,1988,344.0
9475,1987-12-11,1.011,30.118000000000002,11,12,1987,1988,345.0
9476,1987-12-12,1.011,30.143,12,12,1987,1988,346.0
9477,1987-12-13,1.011,30.143,13,12,1987,1988,347.0
9478,1987-12-14,1.011,30.143,14,12,1987,1988,348.0
9479,1987-12-15,1.972,30.191999999999997,15,12,1987,1988,349.0
9480,1987-12-16,1.344,30.069000000000003,16,12,1987,1988,350.0
9481,1987-12-17,1.0090000000000001,30.044,17,12,1987,1988,351.0
9482,1987-12-18,1.0090000000000001,30.044,18,12,1987,1988,352.0
9483,1987-12-19,1.01,30.019000000000002,19,12,1987,1988,353.0
9484,1987-12-20,1.012,30.166999999999998,20,12,1987,1988,354.0
9485,1987-12-21,3.2560000000000002,30.389,21,12,1987,1988,355.0
9486,1987-12-22,3.35,30.315,22,12,1987,1988,356.0
9487,1987-12-23,3.346,30.191999999999997,23,12,1987,1988,357.0
9488,1987-12-24,1.107,30.069000000000003,24,12,1987,1988,358.0
9489,1987-12-25,1.011,30.093000000000004,25,12,1987,1988,359.0
9490,1987-12-26,1.012,30.241,26,12,1987,1988,360.0
9491,1987-12-27,1.013,30.389,27,12,1987,1988,361.0
9492,1987-12-28,4.855,30.513,28,12,1987,1988,362.0
9493,1987-12-29,5.013999999999999,30.414,29,12,1987,1988,363.0
9494,1987-12-30,6.5889999999999995,30.266,30,12,1987,1988,364.0
9495,1987-12-31,1.244,29.921999999999997,31,12,1987,1988,365.0
9496,1988-01-01,1.01,30.069000000000003,1,1,1988,1988,1.0
9497,1988-01-02,1.011,30.143,2,1,1988,1988,2.0
9498,1988-01-03,1.011,30.166999999999998,3,1,1988,1988,3.0
9499,1988-01-04,1.012,30.241,4,1,1988,1988,4.0
9500,1988-01-05,1.011,30.241,5,1,1988,1988,5.0
9501,1988-01-06,2.612,30.217,6,1,1988,1988,6.0
9502,1988-01-07,1.079,30.044,7,1,1988,1988,7.0
9503,1988-01-08,0.365,29.995,8,1,1988,1988,8.0
9504,1988-01-09,0.337,30.019000000000002,9,1,1988,1988,9.0
9505,1988-01-10,0.33799999999999997,30.019000000000002,10,1,1988,1988,10.0
9506,1988-01-11,0.33799999999999997,30.069000000000003,11,1,1988,1988,11.0
9507,1988-01-12,0.33799999999999997,30.093000000000004,12,1,1988,1988,12.0
9508,1988-01-13,1.624,30.118000000000002,13,1,1988,1988,13.0
9509,1988-01-14,0.39299999999999996,30.044,14,1,1988,1988,14.0
9510,1988-01-15,0.337,30.019000000000002,15,1,1988,1988,15.0
9511,1988-01-16,0.337,30.019000000000002,16,1,1988,1988,16.0
9512,1988-01-17,0.33799999999999997,30.019000000000002,17,1,1988,1988,17.0
9513,1988-01-18,0.33799999999999997,30.118000000000002,18,1,1988,1988,18.0
9514,1988-01-19,1.629,30.217,19,1,1988,1988,19.0
9515,1988-01-20,7.2170000000000005,30.906999999999996,20,1,1988,1988,20.0
9516,1988-01-21,9.991,31.031999999999996,21,1,1988,1988,21.0
9517,1988-01-22,4.466,30.587,22,1,1988,1988,22.0
9518,1988-01-23,1.686,30.414,23,1,1988,1988,23.0
9519,1988-01-24,1.6869999999999998,30.463,24,1,1988,1988,24.0
9520,1988-01-25,6.672999999999999,30.513,25,1,1988,1988,25.0
9521,1988-01-26,6.645,30.118000000000002,26,1,1988,1988,26.0
9522,1988-01-27,6.617000000000001,29.724,27,1,1988,1988,27.0
9523,1988-01-28,6.59,29.283,28,1,1988,1988,28.0
9524,1988-01-29,6.569,28.857,29,1,1988,1988,29.0
9525,1988-01-30,6.55,28.386999999999997,30,1,1988,1988,30.0
9526,1988-01-31,6.5329999999999995,28.035999999999998,31,1,1988,1988,31.0
9527,1988-02-01,6.529,27.724,1,2,1988,1988,32.0
9528,1988-02-02,6.612,28.316999999999997,2,2,1988,1988,33.0
9529,1988-02-03,6.687,30.325,3,2,1988,1988,34.0
9530,1988-02-04,0.342,31.131,4,2,1988,1988,35.0
9531,1988-02-05,0.47200000000000003,32.422,5,2,1988,1988,36.0
9532,1988-02-06,3.428,33.016999999999996,6,2,1988,1988,37.0
