,date,outflow,storage,day,month,year,water_year,n_day
274,1972-10-01,0.425,734.265,1,10,1972,1973,274.0
275,1972-10-02,10.364,735.807,2,10,1972,1973,275.0
276,1972-10-03,18.859,734.265,3,10,1972,1973,276.0
277,1972-10-04,29.053,734.265,4,10,1972,1973,277.0
278,1972-10-05,32.931999999999995,731.182,5,10,1972,1973,278.0
279,1972-10-06,25.116999999999997,728.1,6,10,1972,1973,279.0
280,1972-10-07,0.425,726.607,7,10,1972,1973,280.0
281,1972-10-08,0.425,726.607,8,10,1972,1973,281.0
282,1972-10-09,29.874000000000002,726.607,9,10,1972,1973,282.0
283,1972-10-10,31.998,723.622,10,10,1972,1973,283.0
284,1972-10-11,26.929000000000002,722.13,11,10,1972,1973,284.0
285,1972-10-12,30.526,719.145,12,10,1972,1973,285.0
286,1972-10-13,29.11,716.16,13,10,1972,1973,286.0
287,1972-10-14,7.334,714.6669999999999,14,10,1972,1973,287.0
288,1972-10-15,0.425,713.176,15,10,1972,1973,288.0
289,1972-10-16,31.855999999999998,713.176,16,10,1972,1973,289.0
290,1972-10-17,37.321999999999996,710.191,17,10,1972,1973,290.0
291,1972-10-18,28.77,707.206,18,10,1972,1973,291.0
292,1972-10-19,27.807,705.7130000000001,19,10,1972,1973,292.0
293,1972-10-20,7.985,702.7280000000001,20,10,1972,1973,293.0
294,1972-10-21,0.425,701.2360000000001,21,10,1972,1973,294.0
295,1972-10-22,0.425,704.221,22,10,1972,1973,295.0
296,1972-10-23,11.695,707.206,23,10,1972,1973,296.0
297,1972-10-24,37.293,707.206,24,10,1972,1973,297.0
298,1972-10-25,26.08,704.221,25,10,1972,1973,298.0
299,1972-10-26,23.928,702.7280000000001,26,10,1972,1973,299.0
300,1972-10-27,23.588,704.221,27,10,1972,1973,300.0
301,1972-10-28,0.425,702.7280000000001,28,10,1972,1973,301.0
302,1972-10-29,0.425,705.7130000000001,29,10,1972,1973,302.0
303,1972-10-30,12.969000000000001,710.191,30,10,1972,1973,303.0
304,1972-10-31,58.81399999999999,738.8889999999999,31,10,1972,1973,304.0
305,1972-11-01,64.53399999999999,822.586,1,11,1972,1973,305.0
306,1972-11-02,82.48700000000001,837.755,2,11,1972,1973,306.0
307,1972-11-03,109.161,842.868,3,11,1972,1973,307.0
308,1972-11-04,83.959,839.442,4,11,1972,1973,308.0
309,1972-11-05,87.725,834.3789999999999,5,11,1972,1973,309.0
310,1972-11-06,115.419,829.314,6,11,1972,1973,310.0
311,1972-11-07,78.579,846.342,7,11,1972,1973,311.0
312,1972-11-08,78.749,851.554,8,11,1972,1973,312.0
