,date,outflow,storage,day,month,year,water_year,n_day
6848,1998-10-01,2.01,412.80400000000003,1,10,1998,1999,274.0
6849,1998-10-02,1.8969999999999998,412.093,2,10,1998,1999,275.0
6850,1998-10-03,1.784,411.62,3,10,1998,1999,276.0
6851,1998-10-04,1.784,411.14599999999996,4,10,1998,1999,277.0
6852,1998-10-05,1.784,410.436,5,10,1998,1999,278.0
6853,1998-10-06,1.784,409.962,6,10,1998,1999,279.0
6854,1998-10-07,1.784,409.251,7,10,1998,1999,280.0
6855,1998-10-08,1.784,408.305,8,10,1998,1999,281.0
6856,1998-10-09,1.784,407.599,9,10,1998,1999,282.0
6857,1998-10-10,1.784,407.36300000000006,10,10,1998,1999,283.0
6858,1998-10-11,1.784,406.656,11,10,1998,1999,284.0
6859,1998-10-12,1.784,406.185,12,10,1998,1999,285.0
6860,1998-10-13,1.784,405.478,13,10,1998,1999,286.0
6861,1998-10-14,1.784,404.77099999999996,14,10,1998,1999,287.0
6862,1998-10-15,1.784,403.829,15,10,1998,1999,288.0
6863,1998-10-16,1.784,403.12199999999996,16,10,1998,1999,289.0
6864,1998-10-17,1.784,402.4713003230718,17,10,1998,1999,290.0
6865,1998-10-18,1.784,402.18,18,10,1998,1999,291.0
6866,1998-10-19,1.784,402.079,19,10,1998,1999,292.0
6867,1998-10-20,1.756,399.833,20,10,1998,1999,293.0
6868,1998-10-21,1.784,398.661,21,10,1998,1999,294.0
6869,1998-10-22,1.784,398.426,22,10,1998,1999,295.0
6870,1998-10-23,1.784,398.426,23,10,1998,1999,296.0
6871,1998-10-24,1.784,397.8412125530363,24,10,1998,1999,297.0
6872,1998-10-25,1.784,397.48900000000003,25,10,1998,1999,298.0
6873,1998-10-26,1.756,396.786,26,10,1998,1999,299.0
6874,1998-10-27,1.756,395.8775441390072,27,10,1998,1999,300.0
6875,1998-10-28,1.756,394.921,28,10,1998,1999,301.0
6876,1998-10-29,1.756,394.221,29,10,1998,1999,302.0
6877,1998-10-30,1.756,393.522,30,10,1998,1999,303.0
6878,1998-10-31,1.756,393.056,31,10,1998,1999,304.0
6879,1998-11-01,1.756,392.59,1,11,1998,1999,305.0
6880,1998-11-02,1.756,391.657,2,11,1998,1999,306.0
6881,1998-11-03,1.756,390.958,3,11,1998,1999,307.0
6882,1998-11-04,1.756,390.725,4,11,1998,1999,308.0
6883,1998-11-05,1.756,390.1227107473001,5,11,1998,1999,309.0
6884,1998-11-06,1.756,389.50276999691346,6,11,1998,1999,310.0
6885,1998-11-07,1.784,388.8920550436391,7,11,1998,1999,311.0
6886,1998-11-08,1.756,388.29338363473954,8,11,1998,1999,312.0
6887,1998-11-09,1.756,388.401,9,11,1998,1999,313.0
6888,1998-11-10,1.756,387.705,10,11,1998,1999,314.0
6889,1998-11-11,1.784,386.777,11,11,1998,1999,315.0
6890,1998-11-12,1.756,386.314,12,11,1998,1999,316.0
6891,1998-11-13,1.756,385.85,13,11,1998,1999,317.0
6892,1998-11-14,1.756,385.61800000000005,14,11,1998,1999,318.0
6893,1998-11-15,1.756,385.339,15,11,1998,1999,319.0
6894,1998-11-16,1.756,385.154,16,11,1998,1999,320.0
6895,1998-11-17,1.756,384.462,17,11,1998,1999,321.0
6896,1998-11-18,1.784,383.5889688841322,18,11,1998,1999,322.0
6897,1998-11-19,1.784,383.54,19,11,1998,1999,323.0
6898,1998-11-20,1.784,382.848,20,11,1998,1999,324.0
6899,1998-11-21,1.784,382.38599999999997,21,11,1998,1999,325.0
6900,1998-11-22,1.784,382.156,22,11,1998,1999,326.0
6901,1998-11-23,1.784,382.38599999999997,23,11,1998,1999,327.0
6902,1998-11-24,1.784,382.38599999999997,24,11,1998,1999,328.0
6903,1998-11-25,1.784,382.38599999999997,25,11,1998,1999,329.0
6904,1998-11-26,1.784,382.156,26,11,1998,1999,330.0
6905,1998-11-27,1.784,381.694,27,11,1998,1999,331.0
6906,1998-11-28,1.784,381.464,28,11,1998,1999,332.0
6907,1998-11-29,1.8119999999999998,382.156,29,11,1998,1999,333.0
6908,1998-11-30,1.869,383.77,30,11,1998,1999,334.0
6909,1998-12-01,1.7269999999999999,383.8636748107952,1,12,1998,1999,335.0
6910,1998-12-02,1.557,385.154,2,12,1998,1999,336.0
6911,1998-12-03,1.5859999999999999,385.61800000000005,3,12,1998,1999,337.0
6912,1998-12-04,1.5859999999999999,385.85,4,12,1998,1999,338.0
6913,1998-12-05,1.5859999999999999,386.082,5,12,1998,1999,339.0
6914,1998-12-06,1.557,386.082,6,12,1998,1999,340.0
6915,1998-12-07,1.557,385.85,7,12,1998,1999,341.0
6916,1998-12-08,1.557,385.38599999999997,8,12,1998,1999,342.0
6917,1998-12-09,1.557,384.69300000000004,9,12,1998,1999,343.0
6918,1998-12-10,1.557,384.231,10,12,1998,1999,344.0
6919,1998-12-11,1.557,384.001,11,12,1998,1999,345.0
6920,1998-12-12,1.557,384.001,12,12,1998,1999,346.0
6921,1998-12-13,1.557,384.001,13,12,1998,1999,347.0
