,date,outflow,storage,day,month,year,water_year,n_day
243,1952-10-01,0.0,0.12,1,10,1952,1953,274.0
244,1952-10-02,0.0,0.12,2,10,1952,1953,275.0
245,1952-10-03,0.0,0.12,3,10,1952,1953,276.0
246,1952-10-04,0.0,0.12,4,10,1952,1953,277.0
247,1952-10-05,0.0,0.11800000000000001,5,10,1952,1953,278.0
248,1952-10-06,0.0,0.11800000000000001,6,10,1952,1953,279.0
249,1952-10-07,0.0,0.11800000000000001,7,10,1952,1953,280.0
250,1952-10-08,0.0,0.11699999999999999,8,10,1952,1953,281.0
251,1952-10-09,0.0,0.11699999999999999,9,10,1952,1953,282.0
252,1952-10-10,0.0,0.11699999999999999,10,10,1952,1953,283.0
253,1952-10-11,0.0,0.11699999999999999,11,10,1952,1953,284.0
254,1952-10-12,0.0,0.11699999999999999,12,10,1952,1953,285.0
255,1952-10-13,0.0,0.11599999999999999,13,10,1952,1953,286.0
256,1952-10-14,0.0,0.11599999999999999,14,10,1952,1953,287.0
257,1952-10-15,0.0,0.11599999999999999,15,10,1952,1953,288.0
258,1952-10-16,0.0,0.11599999999999999,16,10,1952,1953,289.0
259,1952-10-17,0.0,0.11599999999999999,17,10,1952,1953,290.0
260,1952-10-18,0.0,0.115,18,10,1952,1953,291.0
261,1952-10-19,0.0,0.115,19,10,1952,1953,292.0
262,1952-10-20,0.0,0.115,20,10,1952,1953,293.0
263,1952-10-21,0.0,0.115,21,10,1952,1953,294.0
264,1952-10-22,0.0,0.113,22,10,1952,1953,295.0
265,1952-10-23,0.0,0.113,23,10,1952,1953,296.0
266,1952-10-24,0.0,0.113,24,10,1952,1953,297.0
267,1952-10-25,0.0,0.113,25,10,1952,1953,298.0
268,1952-10-26,0.0,0.113,26,10,1952,1953,299.0
269,1952-10-27,0.0,0.11199999999999999,27,10,1952,1953,300.0
270,1952-10-28,0.0,0.11199999999999999,28,10,1952,1953,301.0
271,1952-10-29,0.0,0.11199999999999999,29,10,1952,1953,302.0
272,1952-10-30,0.0,0.11199999999999999,30,10,1952,1953,303.0
273,1952-10-31,0.0,0.111,31,10,1952,1953,304.0
274,1952-11-01,0.0,0.111,1,11,1952,1953,305.0
275,1952-11-02,0.0,0.111,2,11,1952,1953,306.0
276,1952-11-03,0.0,0.111,3,11,1952,1953,307.0
277,1952-11-04,0.0,0.111,4,11,1952,1953,308.0
278,1952-11-05,0.0,0.111,5,11,1952,1953,309.0
279,1952-11-06,0.0,0.111,6,11,1952,1953,310.0
280,1952-11-07,0.0,0.11,7,11,1952,1953,311.0
281,1952-11-08,0.0,0.11,8,11,1952,1953,312.0
282,1952-11-09,0.0,0.11,9,11,1952,1953,313.0
283,1952-11-10,0.0,0.11,10,11,1952,1953,314.0
284,1952-11-11,0.0,0.11,11,11,1952,1953,315.0
285,1952-11-12,0.0,0.11,12,11,1952,1953,316.0
286,1952-11-13,0.0,0.11,13,11,1952,1953,317.0
287,1952-11-14,0.0,0.11,14,11,1952,1953,318.0
288,1952-11-15,0.0,0.109,15,11,1952,1953,319.0
289,1952-11-16,0.0,0.109,16,11,1952,1953,320.0
290,1952-11-17,0.0,0.109,17,11,1952,1953,321.0
291,1952-11-18,0.0,0.109,18,11,1952,1953,322.0
292,1952-11-19,0.0,0.109,19,11,1952,1953,323.0
293,1952-11-20,0.0,0.109,20,11,1952,1953,324.0
294,1952-11-21,0.0,0.109,21,11,1952,1953,325.0
295,1952-11-22,0.0,0.109,22,11,1952,1953,326.0
296,1952-11-23,0.0,0.109,23,11,1952,1953,327.0
297,1952-11-24,0.0,0.11,24,11,1952,1953,328.0
298,1952-11-25,0.0,0.11,25,11,1952,1953,329.0
299,1952-11-26,0.0,0.11,26,11,1952,1953,330.0
300,1952-11-27,0.0,0.109,27,11,1952,1953,331.0
301,1952-11-28,0.0,0.109,28,11,1952,1953,332.0
302,1952-11-29,0.0,0.109,29,11,1952,1953,333.0
303,1952-11-30,0.0,0.109,30,11,1952,1953,334.0
304,1952-12-01,0.0,0.109,1,12,1952,1953,335.0
305,1952-12-02,0.0,0.109,2,12,1952,1953,336.0
306,1952-12-03,0.0,0.109,3,12,1952,1953,337.0
307,1952-12-04,0.0,0.109,4,12,1952,1953,338.0
308,1952-12-05,0.0,0.109,5,12,1952,1953,339.0
309,1952-12-06,0.0,0.109,6,12,1952,1953,340.0
310,1952-12-07,0.0,0.109,7,12,1952,1953,341.0
311,1952-12-08,0.0,0.109,8,12,1952,1953,342.0
312,1952-12-09,0.0,0.107,9,12,1952,1953,343.0
313,1952-12-10,0.0,0.107,10,12,1952,1953,344.0
314,1952-12-11,0.0,0.107,11,12,1952,1953,345.0
315,1952-12-12,0.0,0.107,12,12,1952,1953,346.0
316,1952-12-13,0.0,0.107,13,12,1952,1953,347.0
317,1952-12-14,0.0,0.107,14,12,1952,1953,348.0
318,1952-12-15,0.0,0.107,15,12,1952,1953,349.0
319,1952-12-16,0.0,0.107,16,12,1952,1953,350.0
320,1952-12-17,0.0,0.107,17,12,1952,1953,351.0
321,1952-12-18,0.0,0.107,18,12,1952,1953,352.0
322,1952-12-19,0.0,0.107,19,12,1952,1953,353.0
323,1952-12-20,0.0,0.107,20,12,1952,1953,354.0
324,1952-12-21,0.0,0.107,21,12,1952,1953,355.0
325,1952-12-22,0.0,0.107,22,12,1952,1953,356.0
326,1952-12-23,0.0,0.106,23,12,1952,1953,357.0
327,1952-12-24,0.0,0.106,24,12,1952,1953,358.0
328,1952-12-25,0.0,0.106,25,12,1952,1953,359.0
329,1952-12-26,0.0,0.106,26,12,1952,1953,360.0
330,1952-12-27,0.0,0.106,27,12,1952,1953,361.0
331,1952-12-28,0.0,0.106,28,12,1952,1953,362.0
332,1952-12-29,0.0,0.106,29,12,1952,1953,363.0
333,1952-12-30,0.0,0.106,30,12,1952,1953,364.0
334,1952-12-31,0.0,0.106,31,12,1952,1953,365.0
335,1953-01-01,0.0,0.105,1,1,1953,1953,1.0
336,1953-01-02,0.0,0.105,2,1,1953,1953,2.0
337,1953-01-03,0.0,0.105,3,1,1953,1953,3.0
338,1953-01-04,0.0,0.105,4,1,1953,1953,4.0
339,1953-01-05,0.0,0.105,5,1,1953,1953,5.0
340,1953-01-06,0.0,0.105,6,1,1953,1953,6.0
341,1953-01-07,0.0,0.105,7,1,1953,1953,7.0
342,1953-01-08,0.0,0.105,8,1,1953,1953,8.0
343,1953-01-09,0.0,0.105,9,1,1953,1953,9.0
344,1953-01-10,0.0,0.105,10,1,1953,1953,10.0
345,1953-01-11,0.0,0.10400000000000001,11,1,1953,1953,11.0
346,1953-01-12,0.0,0.10400000000000001,12,1,1953,1953,12.0
347,1953-01-13,0.0,0.10400000000000001,13,1,1953,1953,13.0
348,1953-01-14,0.0,0.10400000000000001,14,1,1953,1953,14.0
349,1953-01-15,0.0,0.10400000000000001,15,1,1953,1953,15.0
350,1953-01-16,0.0,0.10400000000000001,16,1,1953,1953,16.0
351,1953-01-17,0.0,0.10400000000000001,17,1,1953,1953,17.0
352,1953-01-18,0.0,0.10400000000000001,18,1,1953,1953,18.0
353,1953-01-19,0.0,0.10400000000000001,19,1,1953,1953,19.0
354,1953-01-20,0.0,0.10400000000000001,20,1,1953,1953,20.0
355,1953-01-21,0.0,0.10400000000000001,21,1,1953,1953,21.0
356,1953-01-22,0.0,0.10400000000000001,22,1,1953,1953,22.0
357,1953-01-23,0.0,0.10400000000000001,23,1,1953,1953,23.0
358,1953-01-24,0.0,0.10400000000000001,24,1,1953,1953,24.0
359,1953-01-25,0.0,0.102,25,1,1953,1953,25.0
360,1953-01-26,0.0,0.102,26,1,1953,1953,26.0
361,1953-01-27,0.0,0.102,27,1,1953,1953,27.0
362,1953-01-28,0.0,0.102,28,1,1953,1953,28.0
363,1953-01-29,0.0,0.102,29,1,1953,1953,29.0
364,1953-01-30,0.0,0.102,30,1,1953,1953,30.0
365,1953-01-31,0.0,0.102,31,1,1953,1953,31.0
366,1953-02-01,0.0,0.102,1,2,1953,1953,32.0
367,1953-02-02,0.0,0.102,2,2,1953,1953,33.0
368,1953-02-03,0.0,0.102,3,2,1953,1953,34.0
369,1953-02-04,0.0,0.102,4,2,1953,1953,35.0
370,1953-02-05,0.0,0.102,5,2,1953,1953,36.0
371,1953-02-06,0.0,0.102,6,2,1953,1953,37.0
372,1953-02-07,0.0,0.102,7,2,1953,1953,38.0
373,1953-02-08,0.0,0.10099999999999999,8,2,1953,1953,39.0
374,1953-02-09,0.0,0.10099999999999999,9,2,1953,1953,40.0
375,1953-02-10,0.0,0.10099999999999999,10,2,1953,1953,41.0
376,1953-02-11,0.0,0.10099999999999999,11,2,1953,1953,42.0
377,1953-02-12,0.0,0.10099999999999999,12,2,1953,1953,43.0
378,1953-02-13,0.0,0.10099999999999999,13,2,1953,1953,44.0
379,1953-02-14,0.0,0.10099999999999999,14,2,1953,1953,45.0
380,1953-02-15,0.0,0.10099999999999999,15,2,1953,1953,46.0
381,1953-02-16,0.0,0.10099999999999999,16,2,1953,1953,47.0
382,1953-02-17,0.0,0.10099999999999999,17,2,1953,1953,48.0
383,1953-02-18,0.0,0.10099999999999999,18,2,1953,1953,49.0
384,1953-02-19,0.0,0.10099999999999999,19,2,1953,1953,50.0
385,1953-02-20,0.0,0.1,20,2,1953,1953,51.0
386,1953-02-21,0.0,0.1,21,2,1953,1953,52.0
387,1953-02-22,0.0,0.1,22,2,1953,1953,53.0
388,1953-02-23,0.0,0.1,23,2,1953,1953,54.0
389,1953-02-24,0.0,0.1,24,2,1953,1953,55.0
390,1953-02-25,0.0,0.1,25,2,1953,1953,56.0
391,1953-02-26,0.0,0.1,26,2,1953,1953,57.0
392,1953-02-27,0.0,0.1,27,2,1953,1953,58.0
393,1953-02-28,0.0,0.1,28,2,1953,1953,59.0
394,1953-03-01,0.0,0.1,1,3,1953,1953,60.0
