,date,outflow,storage,day,month,year,water_year,n_day
304,1949-10-01,31.573,283.7,1,10,1949,1950,274.0
305,1949-10-02,33.131,282.59,2,10,1949,1950,275.0
306,1949-10-03,29.421,281.72700000000003,3,10,1949,1950,276.0
307,1949-10-04,30.326999999999998,280.863,4,10,1949,1950,277.0
308,1949-10-05,30.412,279.877,5,10,1949,1950,278.0
309,1949-10-06,29.733,279.013,6,10,1949,1950,279.0
310,1949-10-07,29.846,278.39599999999996,7,10,1949,1950,280.0
311,1949-10-08,28.77,277.656,8,10,1949,1950,281.0
312,1949-10-09,23.616,277.04,9,10,1949,1950,282.0
313,1949-10-10,31.941,276.053,10,10,1949,1950,283.0
314,1949-10-11,29.449,274.943,11,10,1949,1950,284.0
315,1949-10-12,29.138,273.83299999999997,12,10,1949,1950,285.0
316,1949-10-13,30.809,273.092,13,10,1949,1950,286.0
317,1949-10-14,30.95,272.476,14,10,1949,1950,287.0
318,1949-10-15,30.384,271.85900000000004,15,10,1949,1950,288.0
319,1949-10-16,29.761,270.872,16,10,1949,1950,289.0
320,1949-10-17,31.8,269.885,17,10,1949,1950,290.0
321,1949-10-18,25.74,269.145,18,10,1949,1950,291.0
322,1949-10-19,31.885,268.282,19,10,1949,1950,292.0
323,1949-10-20,34.037,267.172,20,10,1949,1950,293.0
324,1949-10-21,30.581999999999997,266.308,21,10,1949,1950,294.0
325,1949-10-22,29.789,265.445,22,10,1949,1950,295.0
326,1949-10-23,15.376,265.075,23,10,1949,1950,296.0
327,1949-10-24,33.499,263.841,24,10,1949,1950,297.0
328,1949-10-25,27.070999999999998,263.101,25,10,1949,1950,298.0
329,1949-10-26,23.191,262.361,26,10,1949,1950,299.0
330,1949-10-27,23.39,261.374,27,10,1949,1950,300.0
331,1949-10-28,26.759,260.51099999999997,28,10,1949,1950,301.0
332,1949-10-29,17.896,260.264,29,10,1949,1950,302.0
333,1949-10-30,8.24,261.128,30,10,1949,1950,303.0
334,1949-10-31,20.331,263.595,31,10,1949,1950,304.0
335,1949-11-01,24.664,269.145,1,11,1949,1950,305.0
336,1949-11-02,22.484,272.22900000000004,2,11,1949,1950,306.0
337,1949-11-03,23.843000000000004,273.339,3,11,1949,1950,307.0
338,1949-11-04,23.163,273.339,4,11,1949,1950,308.0
339,1949-11-05,18.887,273.092,5,11,1949,1950,309.0
340,1949-11-06,6.513,273.339,6,11,1949,1950,310.0
341,1949-11-07,23.107,272.846,7,11,1949,1950,311.0
342,1949-11-08,23.22,272.22900000000004,8,11,1949,1950,312.0
343,1949-11-09,24.381,271.612,9,11,1949,1950,313.0
344,1949-11-10,22.144000000000002,270.996,10,11,1949,1950,314.0
345,1949-11-11,24.579,270.132,11,11,1949,1950,315.0
346,1949-11-12,17.5,269.762,12,11,1949,1950,316.0
347,1949-11-13,8.665,271.366,13,11,1949,1950,317.0
348,1949-11-14,27.127,270.502,14,11,1949,1950,318.0
349,1949-11-15,29.789,269.392,15,11,1949,1950,319.0
350,1949-11-16,27.666,268.529,16,11,1949,1950,320.0
351,1949-11-17,32.763000000000005,269.145,17,11,1949,1950,321.0
352,1949-11-18,32.196,268.282,18,11,1949,1950,322.0
353,1949-11-19,25.513,267.54200000000003,19,11,1949,1950,323.0
354,1949-11-20,18.151,267.172,20,11,1949,1950,324.0
355,1949-11-21,32.451,266.432,21,11,1949,1950,325.0
356,1949-11-22,35.876999999999995,265.075,22,11,1949,1950,326.0
357,1949-11-23,36.897,263.965,23,11,1949,1950,327.0
358,1949-11-24,23.305,263.841,24,11,1949,1950,328.0
359,1949-11-25,32.904,262.978,25,11,1949,1950,329.0
360,1949-11-26,28.316999999999997,262.115,26,11,1949,1950,330.0
361,1949-11-27,13.649000000000001,261.991,27,11,1949,1950,331.0
362,1949-11-28,27.92,261.004,28,11,1949,1950,332.0
363,1949-11-29,25.315,260.881,29,11,1949,1950,333.0
364,1949-11-30,30.469,260.388,30,11,1949,1950,334.0
365,1949-12-01,29.195,259.894,1,12,1949,1950,335.0
366,1949-12-02,29.28,259.64799999999997,2,12,1949,1950,336.0
367,1949-12-03,21.068,259.277,3,12,1949,1950,337.0
368,1949-12-04,18.632,259.154,4,12,1949,1950,338.0
369,1949-12-05,30.355999999999998,258.16700000000003,5,12,1949,1950,339.0
370,1949-12-06,27.410999999999998,257.551,6,12,1949,1950,340.0
371,1949-12-07,23.475,257.057,7,12,1949,1950,341.0
372,1949-12-08,28.288,256.07,8,12,1949,1950,342.0
373,1949-12-09,28.232,255.33,9,12,1949,1950,343.0
374,1949-12-10,18.491,255.084,10,12,1949,1950,344.0
375,1949-12-11,8.807,255.33,11,12,1949,1950,345.0
376,1949-12-12,15.149000000000001,255.33,12,12,1949,1950,346.0
377,1949-12-13,17.217,255.084,13,12,1949,1950,347.0
378,1949-12-14,23.276,254.467,14,12,1949,1950,348.0
379,1949-12-15,22.2,253.97400000000002,15,12,1949,1950,349.0
380,1949-12-16,22.314,253.233,16,12,1949,1950,350.0
381,1949-12-17,16.367,252.987,17,12,1949,1950,351.0
382,1949-12-18,8.92,253.48,18,12,1949,1950,352.0
383,1949-12-19,15.772,253.60299999999998,19,12,1949,1950,353.0
384,1949-12-20,16.31,253.48,20,12,1949,1950,354.0
385,1949-12-21,17.442999999999998,253.357,21,12,1949,1950,355.0
386,1949-12-22,23.785999999999998,253.11,22,12,1949,1950,356.0
387,1949-12-23,28.288,253.48,23,12,1949,1950,357.0
388,1949-12-24,11.667,254.34400000000002,24,12,1949,1950,358.0
389,1949-12-25,4.7010000000000005,255.33,25,12,1949,1950,359.0
390,1949-12-26,4.814,256.317,26,12,1949,1950,360.0
391,1949-12-27,15.630999999999998,257.30400000000003,27,12,1949,1950,361.0
392,1949-12-28,18.576,257.67400000000004,28,12,1949,1950,362.0
393,1949-12-29,19.000999999999998,257.797,29,12,1949,1950,363.0
394,1949-12-30,16.339000000000002,257.797,30,12,1949,1950,364.0
395,1949-12-31,15.376,257.921,31,12,1949,1950,365.0
396,1950-01-01,1.841,258.414,1,1,1950,1950,1.0
397,1950-01-02,13.677,258.661,2,1,1950,1950,2.0
398,1950-01-03,18.264,259.031,3,1,1950,1950,3.0
399,1950-01-04,33.725,258.661,4,1,1950,1950,4.0
400,1950-01-05,31.715,258.16700000000003,5,1,1950,1950,5.0
401,1950-01-06,25.938000000000002,257.797,6,1,1950,1950,6.0
402,1950-01-07,30.016,256.564,7,1,1950,1950,7.0
403,1950-01-08,8.637,256.687,8,1,1950,1950,8.0
404,1950-01-09,27.184,256.194,9,1,1950,1950,9.0
