,date,outflow,storage,day,month,year,water_year,n_day
1735,1984-10-01,0.0,10.472000000000001,1,10,1984,1985,274.0
1736,1984-10-02,0.0,10.472000000000001,2,10,1984,1985,275.0
1737,1984-10-03,0.0,10.448,3,10,1984,1985,276.0
1738,1984-10-04,0.0,10.398,4,10,1984,1985,277.0
1739,1984-10-05,0.0,10.374,5,10,1984,1985,278.0
1740,1984-10-06,0.0,10.349,6,10,1984,1985,279.0
1741,1984-10-07,0.0,10.349,7,10,1984,1985,280.0
1742,1984-10-08,0.0,10.583,8,10,1984,1985,281.0
1743,1984-10-09,0.013999999999999999,10.607999999999999,9,10,1984,1985,282.0
1744,1984-10-10,0.001,10.607999999999999,10,10,1984,1985,283.0
1745,1984-10-11,0.006,11.644,11,10,1984,1985,284.0
1746,1984-10-12,0.015,11.558,12,10,1984,1985,285.0
1747,1984-10-13,0.003,11.927999999999999,13,10,1984,1985,286.0
1748,1984-10-14,0.008,12.507,14,10,1984,1985,287.0
1749,1984-10-15,0.001,12.767000000000001,15,10,1984,1985,288.0
1750,1984-10-16,0.001,13.001,16,10,1984,1985,289.0
1751,1984-10-17,0.001,13.001,17,10,1984,1985,290.0
1752,1984-10-18,0.005,12.975999999999999,18,10,1984,1985,291.0
1753,1984-10-19,0.001,12.975999999999999,19,10,1984,1985,292.0
1754,1984-10-20,0.001,13.297,20,10,1984,1985,293.0
1755,1984-10-21,0.001,13.297,21,10,1984,1985,294.0
1756,1984-10-22,0.001,13.395999999999999,22,10,1984,1985,295.0
1757,1984-10-23,0.0,13.395999999999999,23,10,1984,1985,296.0
1758,1984-10-24,0.001,13.605,24,10,1984,1985,297.0
1759,1984-10-25,0.0,13.692,25,10,1984,1985,298.0
1760,1984-10-26,0.0,16.393,26,10,1984,1985,299.0
1761,1984-10-27,0.0,16.701,27,10,1984,1985,300.0
1762,1984-10-28,0.0,16.910999999999998,28,10,1984,1985,301.0
1763,1984-10-29,0.0,17.787,29,10,1984,1985,302.0
1764,1984-10-30,0.0,17.824,30,10,1984,1985,303.0
1765,1984-10-31,0.0,17.824,31,10,1984,1985,304.0
1766,1984-11-01,0.001,17.824,1,11,1984,1985,305.0
1767,1984-11-02,0.0,17.787,2,11,1984,1985,306.0
1768,1984-11-03,0.0,18.256,3,11,1984,1985,307.0
1769,1984-11-04,0.0,18.441,4,11,1984,1985,308.0
1770,1984-11-05,0.0,18.441,5,11,1984,1985,309.0
1771,1984-11-06,0.0,18.441,6,11,1984,1985,310.0
1772,1984-11-07,0.0,18.404,7,11,1984,1985,311.0
1773,1984-11-08,0.0,18.367,8,11,1984,1985,312.0
1774,1984-11-09,0.0,18.367,9,11,1984,1985,313.0
1775,1984-11-10,0.0,18.33,10,11,1984,1985,314.0
1776,1984-11-11,0.0,18.33,11,11,1984,1985,315.0
1777,1984-11-12,0.0,18.33,12,11,1984,1985,316.0
1778,1984-11-13,0.0,18.33,13,11,1984,1985,317.0
1779,1984-11-14,0.0,18.256,14,11,1984,1985,318.0
1780,1984-11-15,0.0,18.256,15,11,1984,1985,319.0
1781,1984-11-16,0.0,18.218,16,11,1984,1985,320.0
1782,1984-11-17,0.0,18.218,17,11,1984,1985,321.0
1783,1984-11-18,0.0,18.157,18,11,1984,1985,322.0
1784,1984-11-19,0.0,18.256,19,11,1984,1985,323.0
1785,1984-11-20,0.0,18.256,20,11,1984,1985,324.0
1786,1984-11-21,0.0,18.317,21,11,1984,1985,325.0
1787,1984-11-22,0.0,18.180999999999997,22,11,1984,1985,326.0
1788,1984-11-23,0.0,18.157,23,11,1984,1985,327.0
1789,1984-11-24,0.0,18.157,24,11,1984,1985,328.0
1790,1984-11-25,0.0,18.12,25,11,1984,1985,329.0
1791,1984-11-26,0.0,18.256,26,11,1984,1985,330.0
1792,1984-11-27,0.001,18.256,27,11,1984,1985,331.0
