,date,outflow,storage,day,month,year,water_year,n_day
121,1975-10-01,2.1519999999999997,8.22,1,10,1975,1976,274.0
122,1975-10-02,2.1519999999999997,8.331,2,10,1975,1976,275.0
123,1975-10-03,1.841,8.362,3,10,1975,1976,276.0
124,1975-10-04,1.756,8.426,4,10,1975,1976,277.0
125,1975-10-05,1.784,8.472999999999999,5,10,1975,1976,278.0
126,1975-10-06,1.784,8.574,6,10,1975,1976,279.0
127,1975-10-07,1.784,8.896,7,10,1975,1976,280.0
128,1975-10-08,1.784,9.007,8,10,1975,1976,281.0
129,1975-10-09,1.8119999999999998,8.996,9,10,1975,1976,282.0
130,1975-10-10,1.642,9.043,10,10,1975,1976,283.0
131,1975-10-11,1.5859999999999999,9.458,11,10,1975,1976,284.0
132,1975-10-12,1.5859999999999999,9.711,12,10,1975,1976,285.0
133,1975-10-13,1.614,9.736,13,10,1975,1976,286.0
134,1975-10-14,1.642,9.783999999999999,14,10,1975,1976,287.0
135,1975-10-15,1.557,9.82,15,10,1975,1976,288.0
136,1975-10-16,1.557,9.867,16,10,1975,1976,289.0
137,1975-10-17,1.359,9.931000000000001,17,10,1975,1976,290.0
138,1975-10-18,1.0759999999999998,9.996,18,10,1975,1976,291.0
139,1975-10-19,1.0759999999999998,10.05,19,10,1975,1976,292.0
140,1975-10-20,1.0759999999999998,10.097000000000001,20,10,1975,1976,293.0
141,1975-10-21,1.0190000000000001,10.144,21,10,1975,1976,294.0
142,1975-10-22,1.0190000000000001,10.21,22,10,1975,1976,295.0
143,1975-10-23,1.246,10.245,23,10,1975,1976,296.0
144,1975-10-24,0.991,10.392999999999999,24,10,1975,1976,297.0
145,1975-10-25,0.878,10.494000000000002,25,10,1975,1976,298.0
146,1975-10-26,0.878,10.588,26,10,1975,1976,299.0
147,1975-10-27,0.878,10.672,27,10,1975,1976,300.0
148,1975-10-28,0.878,10.744000000000002,28,10,1975,1976,301.0
149,1975-10-29,0.878,10.808,29,10,1975,1976,302.0
150,1975-10-30,0.878,10.867,30,10,1975,1976,303.0
151,1975-10-31,0.7929999999999999,10.909,31,10,1975,1976,304.0
152,1975-11-01,0.48100000000000004,10.967,1,11,1975,1976,305.0
153,1975-11-02,0.425,11.05,2,11,1975,1976,306.0
154,1975-11-03,0.425,11.14,3,11,1975,1976,307.0
155,1975-11-04,0.425,11.222999999999999,4,11,1975,1976,308.0
