,date,outflow,storage,day,month,year,water_year,n_day
3918,1984-10-01,17.528,298.422,1,10,1984,1985,274.0
3919,1984-10-02,16.282,298.098,2,10,1984,1985,275.0
3920,1984-10-03,16.027,297.935,3,10,1984,1985,276.0
3921,1984-10-04,29.11,298.855,4,10,1984,1985,277.0
3922,1984-10-05,44.74100000000001,298.476,5,10,1984,1985,278.0
3923,1984-10-06,43.24,297.556,6,10,1984,1985,279.0
3924,1984-10-07,26.533,297.556,7,10,1984,1985,280.0
3925,1984-10-08,28.798000000000002,297.719,8,10,1984,1985,281.0
3926,1984-10-09,31.29,297.448,9,10,1984,1985,282.0
3927,1984-10-10,30.156999999999996,297.34,10,10,1984,1985,283.0
3928,1984-10-11,26.023000000000003,297.34,11,10,1984,1985,284.0
3929,1984-10-12,24.239,296.907,12,10,1984,1985,285.0
3930,1984-10-13,22.511999999999997,297.069,13,10,1984,1985,286.0
3931,1984-10-14,21.379,297.772,14,10,1984,1985,287.0
3932,1984-10-15,21.153000000000002,299.17900000000003,15,10,1984,1985,288.0
3933,1984-10-16,23.814,299.828,16,10,1984,1985,289.0
3934,1984-10-17,36.699,299.28700000000003,17,10,1984,1985,290.0
3935,1984-10-18,43.325,298.368,18,10,1984,1985,291.0
3936,1984-10-19,44.882,297.502,19,10,1984,1985,292.0
3937,1984-10-20,52.669,296.474,20,10,1984,1985,293.0
3938,1984-10-21,44.542,295.987,21,10,1984,1985,294.0
3939,1984-10-22,39.955,296.15,22,10,1984,1985,295.0
3940,1984-10-23,37.321999999999996,296.474,23,10,1984,1985,296.0
3941,1984-10-24,32.366,296.63599999999997,24,10,1984,1985,297.0
3942,1984-10-25,30.016,296.853,25,10,1984,1985,298.0
3943,1984-10-26,30.554000000000002,297.015,26,10,1984,1985,299.0
3944,1984-10-27,31.517,297.123,27,10,1984,1985,300.0
3945,1984-10-28,33.046,297.177,28,10,1984,1985,301.0
3946,1984-10-29,34.66,297.069,29,10,1984,1985,302.0
3947,1984-10-30,35.396,296.96,30,10,1984,1985,303.0
3948,1984-10-31,35.764,297.123,31,10,1984,1985,304.0
3949,1984-11-01,35.764,297.286,1,11,1984,1985,305.0
3950,1984-11-02,33.385999999999996,297.015,2,11,1984,1985,306.0
3951,1984-11-03,28.288,297.015,3,11,1984,1985,307.0
3952,1984-11-04,28.034000000000002,297.286,4,11,1984,1985,308.0
