,date,outflow,storage,day,month,year,water_year,n_day
273,1965-10-01,4.106,7.167000000000001,1,10,1965,1966,274.0
274,1965-10-02,3.9360000000000004,6.944,2,10,1965,1966,275.0
275,1965-10-03,3.738,6.7589999999999995,3,10,1965,1966,276.0
276,1965-10-04,3.625,6.587000000000001,4,10,1965,1966,277.0
277,1965-10-05,3.426,6.476,5,10,1965,1966,278.0
278,1965-10-06,3.37,6.426,6,10,1965,1966,279.0
279,1965-10-07,3.313,6.352,7,10,1965,1966,280.0
280,1965-10-08,3.313,6.2170000000000005,8,10,1965,1966,281.0
281,1965-10-09,3.228,6.069,9,10,1965,1966,282.0
282,1965-10-10,3.115,5.945,10,10,1965,1966,283.0
283,1965-10-11,2.917,5.822,11,10,1965,1966,284.0
284,1965-10-12,2.86,5.699,12,10,1965,1966,285.0
285,1965-10-13,2.803,5.6,13,10,1965,1966,286.0
286,1965-10-14,2.69,5.563,14,10,1965,1966,287.0
287,1965-10-15,2.69,5.513999999999999,15,10,1965,1966,288.0
288,1965-10-16,2.69,5.4270000000000005,16,10,1965,1966,289.0
289,1965-10-17,2.294,5.403,17,10,1965,1966,290.0
290,1965-10-18,1.5859999999999999,5.403,18,10,1965,1966,291.0
291,1965-10-19,1.557,5.4639999999999995,19,10,1965,1966,292.0
292,1965-10-20,1.472,5.489,20,10,1965,1966,293.0
293,1965-10-21,1.5290000000000001,5.501,21,10,1965,1966,294.0
294,1965-10-22,1.642,5.513999999999999,22,10,1965,1966,295.0
295,1965-10-23,1.5290000000000001,5.526,23,10,1965,1966,296.0
296,1965-10-24,1.642,5.537999999999999,24,10,1965,1966,297.0
297,1965-10-25,1.642,5.537999999999999,25,10,1965,1966,298.0
298,1965-10-26,1.5859999999999999,5.526,26,10,1965,1966,299.0
299,1965-10-27,1.557,5.513999999999999,27,10,1965,1966,300.0
300,1965-10-28,1.5290000000000001,5.526,28,10,1965,1966,301.0
301,1965-10-29,1.472,5.526,29,10,1965,1966,302.0
302,1965-10-30,1.472,5.537999999999999,30,10,1965,1966,303.0
303,1965-10-31,1.416,5.526,31,10,1965,1966,304.0
304,1965-11-01,1.416,5.537999999999999,1,11,1965,1966,305.0
305,1965-11-02,1.926,5.501,2,11,1965,1966,306.0
306,1965-11-03,2.407,5.649,3,11,1965,1966,307.0
307,1965-11-04,2.69,5.834,4,11,1965,1966,308.0
308,1965-11-05,3.115,5.945,5,11,1965,1966,309.0
309,1965-11-06,3.681,5.957999999999999,6,11,1965,1966,310.0
310,1965-11-07,3.54,5.921,7,11,1965,1966,311.0
311,1965-11-08,3.483,5.847,8,11,1965,1966,312.0
312,1965-11-09,3.483,5.76,9,11,1965,1966,313.0
313,1965-11-10,4.021,5.6370000000000005,10,11,1965,1966,314.0
314,1965-11-11,4.303999999999999,5.4639999999999995,11,11,1965,1966,315.0
315,1965-11-12,3.9360000000000004,5.316,12,11,1965,1966,316.0
