,date,outflow,storage,day,month,year,water_year,n_day
394,1963-10-01,0.0,9.967,1,10,1963,1964,274.0
395,1963-10-02,0.0,9.942,2,10,1963,1964,275.0
396,1963-10-03,0.0,9.942,3,10,1963,1964,276.0
397,1963-10-04,0.0,9.917,4,10,1963,1964,277.0
398,1963-10-05,0.0,9.892999999999999,5,10,1963,1964,278.0
399,1963-10-06,0.0,9.856,6,10,1963,1964,279.0
400,1963-10-07,0.0,9.843,7,10,1963,1964,280.0
401,1963-10-08,0.0,9.831,8,10,1963,1964,281.0
402,1963-10-09,0.0,9.794,9,10,1963,1964,282.0
403,1963-10-10,0.0,9.781,10,10,1963,1964,283.0
404,1963-10-11,0.0,9.757,11,10,1963,1964,284.0
405,1963-10-12,0.0,9.72,12,10,1963,1964,285.0
406,1963-10-13,0.0,9.707,13,10,1963,1964,286.0
407,1963-10-14,0.0,9.67,14,10,1963,1964,287.0
408,1963-10-15,0.0,9.633,15,10,1963,1964,288.0
409,1963-10-16,0.0,9.621,16,10,1963,1964,289.0
410,1963-10-17,0.0,9.609,17,10,1963,1964,290.0
411,1963-10-18,0.0,9.572000000000001,18,10,1963,1964,291.0
412,1963-10-19,0.0,9.547,19,10,1963,1964,292.0
413,1963-10-20,0.0,9.522,20,10,1963,1964,293.0
414,1963-10-21,0.0,9.498,21,10,1963,1964,294.0
415,1963-10-22,0.0,9.472999999999999,22,10,1963,1964,295.0
416,1963-10-23,0.0,9.448,23,10,1963,1964,296.0
417,1963-10-24,0.0,9.448,24,10,1963,1964,297.0
418,1963-10-25,0.0,9.411,25,10,1963,1964,298.0
419,1963-10-26,0.0,9.411,26,10,1963,1964,299.0
420,1963-10-27,0.0,9.399,27,10,1963,1964,300.0
421,1963-10-28,0.0,9.387,28,10,1963,1964,301.0
422,1963-10-29,0.0,9.337,29,10,1963,1964,302.0
423,1963-10-30,0.0,9.312999999999999,30,10,1963,1964,303.0
424,1963-10-31,0.0,9.288,31,10,1963,1964,304.0
425,1963-11-01,0.0,9.276,1,11,1963,1964,305.0
426,1963-11-02,0.0,9.214,2,11,1963,1964,306.0
427,1963-11-03,0.0,9.202,3,11,1963,1964,307.0
428,1963-11-04,0.0,9.189,4,11,1963,1964,308.0
429,1963-11-05,0.0,9.189,5,11,1963,1964,309.0
430,1963-11-06,0.0,9.152000000000001,6,11,1963,1964,310.0
431,1963-11-07,0.0,9.14,7,11,1963,1964,311.0
432,1963-11-08,0.0,9.128,8,11,1963,1964,312.0
433,1963-11-09,0.0,9.214,9,11,1963,1964,313.0
434,1963-11-10,0.0,9.226,10,11,1963,1964,314.0
435,1963-11-11,0.0,9.214,11,11,1963,1964,315.0
436,1963-11-12,0.0,9.202,12,11,1963,1964,316.0
437,1963-11-13,0.0,9.189,13,11,1963,1964,317.0
438,1963-11-14,0.0,9.14,14,11,1963,1964,318.0
439,1963-11-15,0.0,9.115,15,11,1963,1964,319.0
440,1963-11-16,0.0,9.091000000000001,16,11,1963,1964,320.0
441,1963-11-17,0.0,9.091000000000001,17,11,1963,1964,321.0
442,1963-11-18,0.0,9.103,18,11,1963,1964,322.0
443,1963-11-19,0.0,9.103,19,11,1963,1964,323.0
444,1963-11-20,0.0,9.214,20,11,1963,1964,324.0
445,1963-11-21,0.0,9.202,21,11,1963,1964,325.0
446,1963-11-22,0.0,9.202,22,11,1963,1964,326.0
447,1963-11-23,0.0,9.238999999999999,23,11,1963,1964,327.0
448,1963-11-24,0.0,9.189,24,11,1963,1964,328.0
449,1963-11-25,0.0,9.152000000000001,25,11,1963,1964,329.0
450,1963-11-26,0.0,9.152000000000001,26,11,1963,1964,330.0
451,1963-11-27,0.0,9.14,27,11,1963,1964,331.0
452,1963-11-28,0.0,9.152000000000001,28,11,1963,1964,332.0
453,1963-11-29,0.0,9.276,29,11,1963,1964,333.0
454,1963-11-30,0.0,9.226,30,11,1963,1964,334.0
455,1963-12-01,0.0,9.202,1,12,1963,1964,335.0
456,1963-12-02,0.0,9.189,2,12,1963,1964,336.0
457,1963-12-03,0.0,9.189,3,12,1963,1964,337.0
458,1963-12-04,0.0,9.165,4,12,1963,1964,338.0
459,1963-12-05,0.0,9.152000000000001,5,12,1963,1964,339.0
460,1963-12-06,0.0,9.14,6,12,1963,1964,340.0
461,1963-12-07,0.0,9.128,7,12,1963,1964,341.0
462,1963-12-08,0.0,9.128,8,12,1963,1964,342.0
463,1963-12-09,0.0,9.103,9,12,1963,1964,343.0
464,1963-12-10,0.0,9.066,10,12,1963,1964,344.0
465,1963-12-11,0.0,9.14,11,12,1963,1964,345.0
466,1963-12-12,0.0,9.152000000000001,12,12,1963,1964,346.0
467,1963-12-13,0.0,9.128,13,12,1963,1964,347.0
468,1963-12-14,0.0,9.14,14,12,1963,1964,348.0
469,1963-12-15,0.0,9.128,15,12,1963,1964,349.0
470,1963-12-16,0.0,9.115,16,12,1963,1964,350.0
471,1963-12-17,0.0,9.115,17,12,1963,1964,351.0
472,1963-12-18,0.0,9.115,18,12,1963,1964,352.0
473,1963-12-19,0.0,9.103,19,12,1963,1964,353.0
474,1963-12-20,0.0,9.091000000000001,20,12,1963,1964,354.0
475,1963-12-21,0.0,9.152000000000001,21,12,1963,1964,355.0
476,1963-12-22,0.0,9.128,22,12,1963,1964,356.0
477,1963-12-23,0.0,9.152000000000001,23,12,1963,1964,357.0
478,1963-12-24,0.0,9.128,24,12,1963,1964,358.0
479,1963-12-25,0.0,9.128,25,12,1963,1964,359.0
480,1963-12-26,0.0,9.128,26,12,1963,1964,360.0
481,1963-12-27,0.0,9.128,27,12,1963,1964,361.0
482,1963-12-28,0.0,9.115,28,12,1963,1964,362.0
483,1963-12-29,0.0,9.115,29,12,1963,1964,363.0
484,1963-12-30,0.0,9.115,30,12,1963,1964,364.0
485,1963-12-31,0.0,9.103,31,12,1963,1964,365.0
486,1964-01-01,0.0,9.091000000000001,1,1,1964,1964,1.0
487,1964-01-02,0.0,9.091000000000001,2,1,1964,1964,2.0
488,1964-01-03,0.0,9.054,3,1,1964,1964,3.0
489,1964-01-04,0.0,9.054,4,1,1964,1964,4.0
490,1964-01-05,0.0,9.041,5,1,1964,1964,5.0
491,1964-01-06,0.0,9.041,6,1,1964,1964,6.0
492,1964-01-07,0.0,9.029,7,1,1964,1964,7.0
493,1964-01-08,0.0,9.029,8,1,1964,1964,8.0
494,1964-01-09,0.0,9.029,9,1,1964,1964,9.0
495,1964-01-10,0.0,9.017000000000001,10,1,1964,1964,10.0
496,1964-01-11,0.0,8.992,11,1,1964,1964,11.0
497,1964-01-12,0.0,8.98,12,1,1964,1964,12.0
498,1964-01-13,0.0,8.943,13,1,1964,1964,13.0
499,1964-01-14,0.0,8.93,14,1,1964,1964,14.0
500,1964-01-15,0.0,8.906,15,1,1964,1964,15.0
501,1964-01-16,0.0,8.943,16,1,1964,1964,16.0
502,1964-01-17,0.0,9.091000000000001,17,1,1964,1964,17.0
503,1964-01-18,0.0,9.103,18,1,1964,1964,18.0
504,1964-01-19,0.0,9.103,19,1,1964,1964,19.0
505,1964-01-20,0.0,9.103,20,1,1964,1964,20.0
506,1964-01-21,0.0,9.103,21,1,1964,1964,21.0
507,1964-01-22,0.0,9.103,22,1,1964,1964,22.0
508,1964-01-23,0.0,9.103,23,1,1964,1964,23.0
509,1964-01-24,0.0,9.103,24,1,1964,1964,24.0
510,1964-01-25,0.0,9.103,25,1,1964,1964,25.0
511,1964-01-26,0.0,9.103,26,1,1964,1964,26.0
512,1964-01-27,0.0,9.066,27,1,1964,1964,27.0
513,1964-01-28,0.0,9.054,28,1,1964,1964,28.0
514,1964-01-29,0.0,9.054,29,1,1964,1964,29.0
515,1964-01-30,0.0,9.103,30,1,1964,1964,30.0
516,1964-01-31,0.0,9.251,31,1,1964,1964,31.0
517,1964-02-01,0.0,9.448,1,2,1964,1964,32.0
518,1964-02-02,0.0,9.448,2,2,1964,1964,33.0
519,1964-02-03,0.0,9.448,3,2,1964,1964,34.0
520,1964-02-04,0.0,9.461,4,2,1964,1964,35.0
521,1964-02-05,0.0,9.522,5,2,1964,1964,36.0
522,1964-02-06,0.0,9.535,6,2,1964,1964,37.0
523,1964-02-07,0.0,9.535,7,2,1964,1964,38.0
524,1964-02-08,0.0,9.522,8,2,1964,1964,39.0
525,1964-02-09,0.0,9.498,9,2,1964,1964,40.0
526,1964-02-10,0.0,9.485,10,2,1964,1964,41.0
527,1964-02-11,0.0,9.485,11,2,1964,1964,42.0
528,1964-02-12,0.0,9.485,12,2,1964,1964,43.0
529,1964-02-13,0.0,9.485,13,2,1964,1964,44.0
530,1964-02-14,0.0,9.522,14,2,1964,1964,45.0
531,1964-02-15,0.0,9.535,15,2,1964,1964,46.0
532,1964-02-16,0.0,9.535,16,2,1964,1964,47.0
533,1964-02-17,0.0,9.535,17,2,1964,1964,48.0
534,1964-02-18,0.0,9.572000000000001,18,2,1964,1964,49.0
535,1964-02-19,0.0,9.572000000000001,19,2,1964,1964,50.0
536,1964-02-20,0.0,9.547,20,2,1964,1964,51.0
537,1964-02-21,0.0,9.535,21,2,1964,1964,52.0
538,1964-02-22,0.0,9.535,22,2,1964,1964,53.0
539,1964-02-23,0.0,9.535,23,2,1964,1964,54.0
540,1964-02-24,0.0,9.522,24,2,1964,1964,55.0
541,1964-02-25,0.0,9.522,25,2,1964,1964,56.0
542,1964-02-26,0.0,9.498,26,2,1964,1964,57.0
543,1964-02-27,0.0,9.498,27,2,1964,1964,58.0
544,1964-02-28,0.0,9.485,28,2,1964,1964,59.0
546,1964-03-01,0.0,9.472999999999999,1,3,1964,1964,60.0
547,1964-03-02,0.0,9.485,2,3,1964,1964,61.0
